date,BC_1MONTH,BC_3MONTH,BC_6MONTH,BC_1YEAR,BC_2YEAR,BC_3YEAR,BC_5YEAR,BC_7YEAR,BC_10YEAR,BC_20YEAR,BC_30YEAR,BC_30YEARDISPLAY
2009-01-02,0.04,0.08,0.28,0.40,0.88,1.14,1.72,2.07,2.46,3.22,2.83,0.00
2009-01-05,0.05,0.14,0.32,0.43,0.78,1.08,1.67,2.07,2.49,3.37,3.00,0.00
2009-01-06,0.05,0.14,0.31,0.45,0.80,1.10,1.68,2.07,2.51,3.41,3.04,0.00
2009-01-07,0.03,0.11,0.29,0.44,0.82,1.15,1.66,2.02,2.52,3.41,3.05,0.00
2009-01-08,0.04,0.09,0.28,0.44,0.83,1.16,1.60,1.95,2.47,3.40,3.04,0.00
2009-01-09,0.03,0.07,0.28,0.43,0.75,1.11,1.51,1.88,2.43,3.39,3.04,0.00
2009-01-12,0.04,0.12,0.29,0.43,0.74,1.09,1.45,1.81,2.34,3.30,2.99,0.00
2009-01-13,0.02,0.11,0.29,0.43,0.76,1.07,1.44,1.80,2.33,3.30,3.00,0.00
2009-01-14,0.07,0.12,0.28,0.42,0.73,1.03,1.36,1.71,2.24,3.17,2.89,0.00
2009-01-15,0.03,0.11,0.29,0.42,0.73,1.01,1.36,1.71,2.23,3.16,2.86,0.00
2009-01-16,0.04,0.12,0.29,0.43,0.73,1.05,1.47,1.83,2.36,3.22,2.89,0.00
2009-01-20,0.04,0.13,0.30,0.42,0.73,1.06,1.48,1.85,2.40,3.30,2.97,0.00
2009-01-21,0.03,0.11,0.30,0.43,0.78,1.12,1.60,1.99,2.56,3.51,3.15,0.00
2009-01-22,0.03,0.10,0.29,0.42,0.75,1.11,1.61,2.02,2.62,3.61,3.25,0.00
2009-01-23,0.03,0.11,0.30,0.46,0.83,1.16,1.64,2.05,2.65,3.65,3.32,0.00
2009-01-26,0.02,0.14,0.34,0.47,0.85,1.21,1.67,2.09,2.70,3.71,3.39,0.00
2009-01-27,0.05,0.13,0.32,0.47,0.87,1.15,1.59,1.99,2.59,3.57,3.26,0.00
2009-01-28,0.08,0.19,0.33,0.48,0.89,1.22,1.70,2.10,2.71,3.73,3.44,0.00
2009-01-29,0.14,0.23,0.35,0.51,0.95,1.34,1.87,2.28,2.87,3.85,3.57,0.00
2009-01-30,0.15,0.24,0.36,0.51,0.94,1.32,1.85,2.27,2.87,3.86,3.58,0.00
2009-02-02,0.19,0.27,0.39,0.51,0.89,1.27,1.75,2.16,2.76,3.75,3.47,0.00
2009-02-03,0.28,0.32,0.40,0.53,0.96,1.37,1.88,2.28,2.89,3.88,3.64,0.00
2009-02-04,0.26,0.30,0.40,0.53,0.98,1.42,1.91,2.32,2.95,3.88,3.65,0.00
2009-02-05,0.21,0.29,0.43,0.54,0.98,1.40,1.89,2.32,2.95,3.86,3.63,0.00
2009-02-06,0.21,0.28,0.44,0.57,0.99,1.44,1.97,2.40,3.05,3.94,3.70,0.00
2009-02-09,0.22,0.32,0.47,0.60,1.05,1.50,1.99,2.42,3.07,3.91,3.69,0.00
2009-02-10,0.24,0.31,0.44,0.60,0.92,1.31,1.79,2.23,2.90,3.77,3.54,0.00
2009-02-11,0.22,0.30,0.46,0.60,0.93,1.32,1.76,2.17,2.78,3.69,3.45,0.00
2009-02-12,0.25,0.29,0.43,0.58,0.89,1.28,1.73,2.14,2.75,3.71,3.47,0.00
2009-02-13,0.23,0.29,0.46,0.61,0.97,1.37,1.88,2.29,2.89,3.91,3.68,0.00
2009-02-17,0.26,0.32,0.48,0.61,0.87,1.22,1.65,2.05,2.64,3.70,3.47,0.00
2009-02-18,0.23,0.31,0.50,0.64,0.97,1.33,1.81,2.18,2.74,3.77,3.54,0.00
2009-02-19,0.22,0.30,0.51,0.67,1.01,1.38,1.89,2.28,2.85,3.92,3.68,0.00
2009-02-20,0.19,0.27,0.48,0.64,0.96,1.30,1.81,2.21,2.78,3.82,3.56,0.00
2009-02-23,0.19,0.29,0.50,0.69,0.96,1.34,1.84,2.22,2.78,3.79,3.53,0.00
2009-02-24,0.22,0.32,0.49,0.71,1.03,1.37,1.89,2.26,2.80,3.77,3.49,0.00
2009-02-25,0.21,0.30,0.52,0.75,1.09,1.49,2.06,2.42,2.95,3.88,3.59,0.00
2009-02-26,0.18,0.27,0.47,0.73,1.08,1.50,2.07,2.72,2.98,3.93,3.66,0.00
2009-02-27,0.16,0.26,0.45,0.72,1.00,1.40,1.99,2.69,3.02,3.98,3.71,0.00
2009-03-02,0.17,0.28,0.45,0.67,0.89,1.28,1.86,2.54,2.91,3.89,3.64,0.00
2009-03-03,0.14,0.27,0.44,0.68,0.91,1.31,1.87,2.58,2.93,3.92,3.67,0.00
2009-03-04,0.15,0.26,0.44,0.71,0.97,1.40,1.97,2.67,3.01,3.96,3.69,0.00
2009-03-05,0.11,0.20,0.40,0.66,0.90,1.30,1.82,2.49,2.83,3.76,3.51,0.00
2009-03-06,0.09,0.21,0.39,0.67,0.91,1.34,1.83,2.49,2.83,3.74,3.50,0.00
2009-03-09,0.12,0.23,0.47,0.69,0.96,1.38,1.90,2.53,2.89,3.83,3.59,0.00
2009-03-10,0.14,0.24,0.47,0.71,1.01,1.46,1.99,2.63,2.99,3.94,3.70,0.00
2009-03-11,0.14,0.23,0.46,0.71,1.03,1.45,1.96,2.56,2.95,3.88,3.67,0.00
2009-03-12,0.11,0.22,0.45,0.70,1.03,1.42,1.92,2.50,2.89,3.82,3.63,0.00
2009-03-13,0.09,0.20,0.42,0.67,0.98,1.36,1.87,2.48,2.89,3.84,3.66,0.00
2009-03-16,0.11,0.24,0.46,0.69,1.00,1.39,1.91,2.55,2.97,3.93,3.76,0.00
2009-03-17,0.14,0.24,0.45,0.69,1.05,1.45,2.00,2.64,3.02,3.99,3.83,0.00
2009-03-18,0.15,0.21,0.40,0.60,0.82,1.14,1.54,2.11,2.51,3.65,3.57,0.00
2009-03-19,0.10,0.20,0.40,0.60,0.87,1.21,1.64,2.17,2.61,3.64,3.62,0.00
2009-03-20,0.09,0.22,0.41,0.60,0.89,1.23,1.66,2.18,2.65,3.67,3.65,0.00
2009-03-23,0.10,0.22,0.40,0.60,0.93,1.25,1.69,2.20,2.68,3.70,3.69,0.00
2009-03-24,0.05,0.21,0.42,0.62,0.93,1.24,1.70,2.22,2.68,3.64,3.60,0.00
2009-03-25,0.03,0.19,0.41,0.60,0.96,1.35,1.84,2.36,2.81,3.76,3.73,0.00
2009-03-26,0.02,0.15,0.39,0.57,0.90,1.29,1.80,2.34,2.76,3.69,3.66,0.00
2009-03-27,0.03,0.14,0.39,0.58,0.90,1.27,1.79,2.36,2.78,3.66,3.62,0.00
2009-03-30,0.05,0.18,0.42,0.58,0.84,1.20,1.72,2.31,2.73,3.64,3.60,0.00
2009-03-31,0.17,0.21,0.43,0.57,0.81,1.15,1.67,2.28,2.71,3.61,3.56,0.00
2009-04-01,0.18,0.22,0.41,0.58,0.83,1.16,1.65,2.25,2.68,3.54,3.51,0.00
2009-04-02,0.17,0.22,0.41,0.59,0.88,1.25,1.74,2.35,2.77,3.63,3.57,0.00
2009-04-03,0.16,0.21,0.42,0.60,0.96,1.36,1.87,2.51,2.91,3.77,3.70,0.00
2009-04-06,0.16,0.20,0.40,0.60,0.94,1.37,1.90,2.55,2.95,3.82,3.73,0.00
2009-04-07,0.17,0.20,0.39,0.60,0.91,1.33,1.87,2.51,2.93,3.79,3.72,0.00
2009-04-08,0.15,0.18,0.39,0.59,0.93,1.34,1.83,2.43,2.86,3.74,3.66,0.00
2009-04-09,0.13,0.18,0.39,0.60,0.96,1.36,1.90,2.49,2.96,3.85,3.76,0.00
2009-04-13,0.12,0.18,0.37,0.57,0.89,1.27,1.81,2.39,2.88,3.78,3.69,0.00
2009-04-14,0.09,0.17,0.35,0.54,0.86,1.21,1.71,2.31,2.80,3.73,3.64,0.00
2009-04-15,0.07,0.15,0.34,0.54,0.86,1.22,1.71,2.29,2.82,3.75,3.66,0.00
2009-04-16,0.02,0.13,0.33,0.54,0.91,1.27,1.79,2.36,2.86,3.81,3.72,0.00
2009-04-17,0.04,0.14,0.36,0.57,0.99,1.36,1.91,2.48,2.98,3.91,3.79,0.00
2009-04-20,0.04,0.14,0.34,0.54,0.93,1.27,1.82,2.39,2.88,3.80,3.69,0.00
2009-04-21,0.07,0.15,0.34,0.53,0.96,1.32,1.87,2.46,2.94,3.86,3.74,0.00
2009-04-22,0.08,0.14,0.32,0.52,1.00,1.36,1.92,2.50,2.98,3.93,3.82,0.00
2009-04-23,0.08,0.10,0.31,0.49,0.97,1.34,1.89,2.49,2.96,3.90,3.80,0.00
2009-04-24,0.07,0.10,0.31,0.50,0.99,1.38,1.96,2.56,3.03,3.99,3.89,0.00
2009-04-27,0.07,0.13,0.30,0.49,0.90,1.31,1.87,2.48,2.95,3.92,3.84,0.00
2009-04-28,0.05,0.13,0.31,0.52,0.95,1.39,1.97,2.58,3.05,4.03,3.97,0.00
2009-04-29,0.04,0.11,0.28,0.50,0.94,1.40,2.01,2.69,3.12,4.07,4.01,0.00
2009-04-30,0.04,0.14,0.29,0.49,0.91,1.38,2.02,2.70,3.16,4.10,4.05,0.00
2009-05-01,0.06,0.16,0.31,0.49,0.92,1.39,2.03,2.72,3.21,4.14,4.09,0.00
2009-05-04,0.14,0.19,0.33,0.52,0.94,1.40,2.03,2.70,3.19,4.11,4.06,0.00
2009-05-05,0.14,0.19,0.34,0.53,0.98,1.46,2.05,2.70,3.20,4.11,4.06,0.00
2009-05-06,0.14,0.19,0.32,0.51,0.96,1.43,2.06,2.70,3.18,4.12,4.09,0.00
2009-05-07,0.15,0.18,0.32,0.54,1.00,1.46,2.15,2.80,3.29,4.26,4.25,0.00
2009-05-08,0.15,0.19,0.31,0.55,1.00,1.44,2.15,2.78,3.29,4.25,4.28,0.00
2009-05-11,0.16,0.19,0.30,0.53,0.92,1.34,2.04,2.67,3.17,4.15,4.18,0.00
2009-05-12,0.16,0.19,0.30,0.54,0.90,1.34,2.02,2.67,3.17,4.13,4.16,0.00
2009-05-13,0.15,0.17,0.30,0.52,0.89,1.31,1.98,2.62,3.11,4.06,4.09,0.00
2009-05-14,0.10,0.16,0.28,0.50,0.87,1.30,1.98,2.62,3.10,4.04,4.06,0.00
2009-05-15,0.11,0.17,0.29,0.50,0.88,1.30,2.01,2.65,3.14,4.07,4.09,0.00
2009-05-18,0.12,0.19,0.30,0.50,0.93,1.36,2.09,2.73,3.22,4.16,4.18,0.00
2009-05-19,0.14,0.18,0.29,0.48,0.91,1.37,2.12,2.76,3.25,4.19,4.21,0.00
2009-05-20,0.18,0.18,0.28,0.44,0.87,1.31,2.05,2.72,3.19,4.11,4.14,0.00
2009-05-21,0.13,0.19,0.30,0.45,0.89,1.36,2.16,2.86,3.35,4.27,4.30,0.00
2009-05-22,0.13,0.18,0.30,0.49,0.92,1.39,2.23,2.96,3.45,4.36,4.38,0.00
2009-05-26,0.13,0.18,0.30,0.50,0.96,1.45,2.30,3.05,3.50,4.42,4.45,0.00
2009-05-27,0.18,0.17,0.29,0.49,0.96,1.50,2.43,3.22,3.71,4.58,4.59,0.00
2009-05-28,0.14,0.15,0.31,0.48,0.97,1.52,2.46,3.22,3.67,4.52,4.54,0.00
2009-05-29,0.14,0.14,0.30,0.47,0.92,1.42,2.34,3.06,3.47,4.34,4.34,0.00
2009-06-01,0.13,0.13,0.29,0.48,0.97,1.52,2.55,3.28,3.71,4.56,4.55,0.00
2009-06-02,0.06,0.14,0.27,0.46,0.96,1.52,2.52,3.26,3.65,4.51,4.50,0.00
2009-06-03,0.08,0.14,0.26,0.45,0.91,1.47,2.43,3.16,3.56,4.44,4.45,0.00
2009-06-04,0.08,0.14,0.28,0.47,0.96,1.54,2.56,3.31,3.72,4.58,4.58,0.00
2009-06-05,0.08,0.20,0.35,0.62,1.32,1.88,2.85,3.53,3.84,4.64,4.63,0.00
2009-06-08,0.08,0.19,0.35,0.62,1.42,2.00,2.95,3.60,3.91,4.66,4.65,0.00
2009-06-09,0.09,0.19,0.31,0.56,1.33,1.93,2.86,3.51,3.86,4.65,4.64,0.00
2009-06-10,0.11,0.18,0.31,0.55,1.38,2.00,2.93,3.59,3.98,4.75,4.76,0.00
2009-06-11,0.09,0.19,0.31,0.53,1.35,1.97,2.87,3.49,3.88,4.67,4.69,0.00
2009-06-12,0.08,0.19,0.29,0.52,1.30,1.91,2.81,3.46,3.81,4.63,4.65,0.00
2009-06-15,0.08,0.17,0.29,0.51,1.26,1.84,2.75,3.39,3.76,4.58,4.61,0.00
2009-06-16,0.09,0.17,0.30,0.51,1.23,1.79,2.70,3.32,3.67,4.47,4.48,0.00
2009-06-17,0.11,0.17,0.31,0.50,1.19,1.76,2.69,3.33,3.68,4.47,4.50,0.00
2009-06-18,0.12,0.18,0.34,0.52,1.28,1.88,2.86,3.51,3.86,4.62,4.63,0.00
2009-06-19,0.10,0.19,0.33,0.51,1.25,1.84,2.82,3.45,3.79,4.54,4.52,0.00
2009-06-22,0.12,0.20,0.34,0.50,1.17,1.77,2.75,3.37,3.72,4.45,4.45,0.00
2009-06-23,0.15,0.20,0.34,0.50,1.14,1.74,2.71,3.31,3.65,4.36,4.37,0.00
2009-06-24,0.10,0.19,0.32,0.50,1.19,1.79,2.74,3.39,3.72,4.43,4.44,0.00
2009-06-25,0.07,0.18,0.31,0.47,1.12,1.66,2.58,3.22,3.55,4.31,4.33,0.00
2009-06-26,0.07,0.20,0.31,0.45,1.10,1.63,2.53,3.18,3.52,4.28,4.30,0.00
2009-06-29,0.11,0.20,0.36,0.51,1.11,1.63,2.53,3.18,3.51,4.29,4.31,0.00
2009-06-30,0.17,0.19,0.35,0.56,1.11,1.64,2.54,3.19,3.53,4.30,4.32,0.00
2009-07-01,0.13,0.17,0.33,0.54,1.05,1.57,2.51,3.20,3.55,4.32,4.34,0.00
2009-07-02,0.15,0.17,0.32,0.49,0.98,1.52,2.43,3.14,3.51,4.28,4.32,0.00
2009-07-06,0.15,0.19,0.28,0.48,0.96,1.48,2.40,3.12,3.52,4.29,4.35,0.00
2009-07-07,0.16,0.19,0.28,0.46,0.98,1.52,2.36,3.08,3.47,4.25,4.31,0.00
2009-07-08,0.15,0.18,0.26,0.45,0.91,1.42,2.23,2.90,3.33,4.13,4.17,0.00
2009-07-09,0.16,0.19,0.27,0.47,0.94,1.46,2.33,3.01,3.44,4.26,4.31,0.00
2009-07-10,0.15,0.18,0.26,0.45,0.91,1.40,2.22,2.89,3.32,4.16,4.20,0.00
2009-07-13,0.15,0.18,0.28,0.47,0.92,1.41,2.27,2.94,3.38,4.21,4.25,0.00
2009-07-14,0.15,0.18,0.28,0.47,0.97,1.48,2.37,3.05,3.50,4.35,4.38,0.00
2009-07-15,0.11,0.18,0.29,0.50,1.03,1.60,2.52,3.19,3.63,4.46,4.48,0.00
2009-07-16,0.15,0.19,0.28,0.47,1.00,1.54,2.46,3.13,3.59,4.43,4.45,0.00
2009-07-17,0.15,0.17,0.29,0.48,1.02,1.58,2.52,3.21,3.67,4.51,4.53,0.00
2009-07-20,0.15,0.19,0.28,0.47,0.99,1.54,2.46,3.14,3.61,4.45,4.47,0.00
2009-07-21,0.16,0.19,0.27,0.46,0.96,1.47,2.36,3.03,3.50,4.35,4.38,0.00
2009-07-22,0.15,0.19,0.28,0.47,0.98,1.50,2.43,3.11,3.58,4.42,4.45,0.00
2009-07-23,0.15,0.19,0.29,0.49,1.08,1.62,2.60,3.28,3.72,4.55,4.58,0.00
2009-07-24,0.15,0.18,0.29,0.47,1.05,1.59,2.57,3.25,3.70,4.53,4.55,0.00
2009-07-27,0.15,0.19,0.27,0.49,1.08,1.63,2.63,3.31,3.75,4.60,4.62,0.00
2009-07-28,0.14,0.19,0.26,0.49,1.12,1.66,2.63,3.30,3.72,4.54,4.56,0.00
2009-07-29,0.14,0.19,0.26,0.50,1.17,1.72,2.69,3.31,3.69,4.49,4.50,0.00
2009-07-30,0.14,0.18,0.27,0.48,1.19,1.73,2.66,3.31,3.67,4.44,4.44,0.00
2009-07-31,0.14,0.18,0.26,0.48,1.13,1.62,2.53,3.14,3.52,4.29,4.31,0.00
2009-08-03,0.15,0.19,0.28,0.48,1.18,1.72,2.66,3.30,3.66,4.40,4.42,0.00
2009-08-04,0.15,0.18,0.28,0.47,1.20,1.75,2.68,3.32,3.70,4.44,4.45,0.00
2009-08-05,0.15,0.18,0.29,0.49,1.23,1.78,2.73,3.40,3.80,4.54,4.57,0.00
2009-08-06,0.15,0.17,0.28,0.48,1.22,1.77,2.73,3.39,3.79,4.51,4.53,0.00
2009-08-07,0.14,0.19,0.30,0.52,1.32,1.87,2.84,3.50,3.89,4.59,4.61,0.00
2009-08-10,0.15,0.19,0.29,0.49,1.24,1.79,2.75,3.40,3.80,4.49,4.52,0.00
2009-08-11,0.14,0.18,0.28,0.48,1.21,1.78,2.69,3.32,3.71,4.40,4.44,0.00
2009-08-12,0.14,0.17,0.28,0.47,1.18,1.76,2.70,3.35,3.72,4.49,4.53,0.00
2009-08-13,0.10,0.17,0.28,0.45,1.12,1.66,2.58,3.22,3.59,4.37,4.44,0.00
2009-08-14,0.10,0.18,0.26,0.44,1.07,1.61,2.51,3.17,3.55,4.33,4.41,0.00
2009-08-17,0.11,0.18,0.27,0.45,1.04,1.54,2.43,3.09,3.48,4.26,4.33,0.00
2009-08-18,0.14,0.18,0.27,0.43,1.06,1.57,2.48,3.13,3.51,4.29,4.35,0.00
2009-08-19,0.10,0.17,0.25,0.43,1.01,1.52,2.43,3.07,3.45,4.23,4.28,0.00
2009-08-20,0.11,0.17,0.26,0.42,1.03,1.53,2.43,3.06,3.42,4.18,4.24,0.00
2009-08-21,0.11,0.17,0.26,0.45,1.13,1.65,2.58,3.21,3.56,4.32,4.36,0.00
2009-08-24,0.11,0.17,0.26,0.44,1.05,1.57,2.50,3.13,3.48,4.22,4.27,0.00
2009-08-25,0.12,0.17,0.26,0.47,1.05,1.56,2.48,3.10,3.45,4.17,4.22,0.00
2009-08-26,0.11,0.15,0.25,0.45,1.06,1.57,2.46,3.09,3.44,4.15,4.20,0.00
2009-08-27,0.11,0.15,0.26,0.46,1.04,1.58,2.48,3.12,3.47,4.19,4.23,0.00
2009-08-28,0.11,0.15,0.25,0.44,1.01,1.55,2.46,3.09,3.46,4.17,4.21,0.00
2009-08-31,0.11,0.15,0.24,0.43,0.97,1.49,2.39,3.03,3.40,4.14,4.18,0.00
2009-09-01,0.08,0.14,0.23,0.43,0.92,1.44,2.33,2.99,3.38,4.14,4.19,0.00
2009-09-02,0.09,0.14,0.22,0.41,0.89,1.39,2.26,2.91,3.29,4.04,4.09,0.00
2009-09-03,0.09,0.15,0.23,0.42,0.91,1.42,2.29,2.95,3.33,4.09,4.15,0.00
2009-09-04,0.09,0.14,0.23,0.42,0.94,1.46,2.36,3.06,3.45,4.21,4.27,0.00
2009-09-08,0.10,0.14,0.24,0.41,0.93,1.49,2.38,3.06,3.47,4.24,4.31,0.00
2009-09-09,0.09,0.14,0.22,0.40,0.93,1.48,2.38,3.07,3.48,4.26,4.33,0.00
2009-09-10,0.08,0.14,0.21,0.40,0.90,1.42,2.29,2.95,3.36,4.11,4.19,0.00
2009-09-11,0.08,0.14,0.21,0.39,0.90,1.42,2.29,2.93,3.34,4.10,4.18,0.00
2009-09-14,0.08,0.14,0.21,0.40,0.94,1.46,2.37,3.01,3.42,4.16,4.22,0.00
2009-09-15,0.05,0.13,0.21,0.39,0.96,1.49,2.41,3.07,3.47,4.21,4.27,0.00
2009-09-16,0.03,0.10,0.20,0.38,1.01,1.55,2.46,3.11,3.48,4.22,4.26,0.00
2009-09-17,0.03,0.10,0.20,0.40,0.98,1.51,2.41,3.04,3.42,4.14,4.19,0.00
2009-09-18,0.03,0.08,0.20,0.41,1.03,1.57,2.49,3.12,3.49,4.20,4.24,0.00
2009-09-21,0.05,0.11,0.20,0.40,1.02,1.56,2.47,3.11,3.49,4.20,4.23,0.00
2009-09-22,0.05,0.11,0.20,0.42,1.02,1.54,2.45,3.09,3.46,4.18,4.20,0.00
2009-09-23,0.05,0.11,0.20,0.41,0.96,1.49,2.40,3.05,3.44,4.18,4.21,0.00
2009-09-24,0.03,0.10,0.19,0.39,0.93,1.45,2.37,3.03,3.40,4.14,4.17,0.00
2009-09-25,0.03,0.10,0.20,0.41,0.98,1.49,2.36,2.98,3.34,4.07,4.10,0.00
2009-09-28,0.03,0.11,0.18,0.40,0.98,1.47,2.33,2.95,3.31,4.02,4.04,0.00
2009-09-29,0.07,0.13,0.19,0.41,1.00,1.48,2.34,2.94,3.31,4.02,4.03,0.00
2009-09-30,0.06,0.14,0.18,0.40,0.95,1.45,2.31,2.93,3.31,4.02,4.03,0.00
2009-10-01,0.03,0.10,0.15,0.37,0.87,1.36,2.20,2.82,3.21,3.95,3.97,0.00
2009-10-02,0.04,0.10,0.15,0.37,0.88,1.38,2.22,2.83,3.24,3.98,4.01,0.00
2009-10-05,0.04,0.08,0.15,0.36,0.88,1.38,2.21,2.82,3.24,3.98,4.01,0.00
2009-10-06,0.05,0.08,0.15,0.37,0.91,1.43,2.25,2.85,3.27,4.03,4.07,0.00
2009-10-07,0.06,0.09,0.14,0.34,0.87,1.35,2.16,2.77,3.21,3.96,3.99,0.00
2009-10-08,0.03,0.06,0.15,0.35,0.90,1.40,2.22,2.83,3.27,4.05,4.09,0.00
2009-10-09,0.04,0.07,0.16,0.38,0.98,1.50,2.36,2.98,3.40,4.20,4.22,0.00
2009-10-13,0.04,0.07,0.15,0.35,0.91,1.42,2.28,2.90,3.34,4.14,4.16,0.00
2009-10-14,0.05,0.07,0.15,0.35,0.96,1.47,2.36,3.01,3.45,4.26,4.28,0.00
2009-10-15,0.06,0.07,0.15,0.36,0.97,1.50,2.41,3.05,3.49,4.29,4.31,0.00
2009-10-16,0.06,0.07,0.17,0.36,0.97,1.49,2.37,2.99,3.43,4.22,4.24,0.00
2009-10-19,0.06,0.08,0.18,0.38,0.99,1.50,2.36,2.98,3.41,4.19,4.21,0.00
2009-10-20,0.05,0.08,0.17,0.39,0.95,1.44,2.30,2.93,3.35,4.14,4.16,0.00
2009-10-21,0.05,0.07,0.17,0.40,1.00,1.51,2.38,3.01,3.42,4.20,4.22,0.00
2009-10-22,0.02,0.06,0.15,0.38,0.97,1.50,2.39,3.03,3.44,4.22,4.24,0.00
2009-10-23,0.02,0.07,0.18,0.40,1.04,1.57,2.46,3.10,3.51,4.27,4.29,0.00
2009-10-26,0.04,0.08,0.18,0.41,1.06,1.61,2.53,3.17,3.59,4.35,4.37,0.00
2009-10-27,0.05,0.08,0.17,0.39,0.99,1.51,2.41,3.05,3.49,4.26,4.29,0.00
2009-10-28,0.04,0.07,0.17,0.39,0.95,1.47,2.37,3.01,3.44,4.22,4.25,0.00
2009-10-29,0.02,0.06,0.17,0.40,0.98,1.52,2.44,3.12,3.53,4.31,4.35,0.00
2009-10-30,0.01,0.05,0.16,0.37,0.90,1.43,2.31,2.98,3.41,4.19,4.23,0.00
2009-11-02,0.03,0.06,0.17,0.38,0.92,1.44,2.33,3.00,3.45,4.22,4.26,0.00
2009-11-03,0.04,0.06,0.17,0.38,0.92,1.46,2.36,3.05,3.50,4.29,4.34,0.00
2009-11-04,0.05,0.05,0.16,0.36,0.91,1.46,2.39,3.09,3.57,4.36,4.41,0.00
2009-11-05,0.06,0.04,0.16,0.36,0.90,1.44,2.35,3.06,3.57,4.36,4.41,0.00
2009-11-06,0.06,0.06,0.16,0.34,0.86,1.40,2.30,3.02,3.54,4.35,4.40,0.00
2009-11-09,0.06,0.07,0.17,0.34,0.87,1.40,2.31,3.01,3.52,4.34,4.40,0.00
2009-11-10,0.06,0.07,0.16,0.33,0.85,1.39,2.31,3.01,3.50,4.36,4.41,0.00
2009-11-12,0.06,0.07,0.16,0.32,0.82,1.36,2.28,2.98,3.45,4.33,4.41,0.00
2009-11-13,0.05,0.06,0.17,0.32,0.82,1.34,2.28,2.97,3.43,4.29,4.36,0.00
2009-11-16,0.05,0.07,0.17,0.31,0.78,1.28,2.19,2.87,3.33,4.18,4.26,0.00
2009-11-17,0.05,0.06,0.16,0.32,0.78,1.28,2.19,2.87,3.33,4.17,4.26,0.00
2009-11-18,0.04,0.04,0.15,0.29,0.77,1.27,2.21,2.90,3.36,4.21,4.29,0.00
